file,category,confidence,Ruta,Fecha,Hora,Datetime,FechaHora,Rafaga
S4-a- (1000).JPG,animal,0.946,Muestreo ct sauce/CT S 2023/S4/S4-a- (1000).JPG,2023-02-20,10:19:22,2023-02-20 10:19:22,2023-02-20 10:19:22,0
S4-a- (1001).JPG,animal,0.959,Muestreo ct sauce/CT S 2023/S4/S4-a- (1001).JPG,2023-02-20,10:19:22,2023-02-20 10:19:22,2023-02-20 10:19:22,0
S4-a- (1002).JPG,animal,0.96,Muestreo ct sauce/CT S 2023/S4/S4-a- (1002).JPG,2023-02-20,10:19:23,2023-02-20 10:19:23,2023-02-20 10:19:23,1
S4-a- (1003).JPG,animal,0.958,Muestreo ct sauce/CT S 2023/S4/S4-a- (1003).JPG,2023-02-20,10:19:36,2023-02-20 10:19:36,2023-02-20 10:19:36,2
S4-a- (1004).JPG,animal,0.959,Muestreo ct sauce/CT S 2023/S4/S4-a- (1004).JPG,2023-02-20,10:19:36,2023-02-20 10:19:36,2023-02-20 10:19:36,3
S4-a- (1005).JPG,animal,0.961,Muestreo ct sauce/CT S 2023/S4/S4-a- (1005).JPG,2023-02-20,10:19:36,2023-02-20 10:19:36,2023-02-20 10:19:36,4
S4-a- (1006).JPG,animal,0.948,Muestreo ct sauce/CT S 2023/S4/S4-a- (1006).JPG,2023-02-20,10:19:53,2023-02-20 10:19:53,2023-02-20 10:19:53,5
S4-a- (1007).JPG,animal,0.952,Muestreo ct sauce/CT S 2023/S4/S4-a- (1007).JPG,2023-02-20,10:19:53,2023-02-20 10:19:53,2023-02-20 10:19:53,6
S4-a- (1008).JPG,animal,0.959,Muestreo ct sauce/CT S 2023/S4/S4-a- (1008).JPG,2023-02-20,10:19:53,2023-02-20 10:19:53,2023-02-20 10:19:53,7
S4-a- (1009).JPG,animal,0.962,Muestreo ct sauce/CT S 2023/S4/S4-a- (1009).JPG,2023-02-20,10:20:01,2023-02-20 10:20:01,2023-02-20 10:20:01,8
S4-a- (1010).JPG,animal,0.96,Muestreo ct sauce/CT S 2023/S4/S4-a- (1010).JPG,2023-02-20,10:20:01,2023-02-20 10:20:01,2023-02-20 10:20:01,9
S4-a- (1011).JPG,animal,0.961,Muestreo ct sauce/CT S 2023/S4/S4-a- (1011).JPG,2023-02-20,10:20:01,2023-02-20 10:20:01,2023-02-20 10:20:01,10
S4-a- (1012).JPG,animal,0.944,Muestreo ct sauce/CT S 2023/S4/S4-a- (1012).JPG,2023-02-20,10:20:09,2023-02-20 10:20:09,2023-02-20 10:20:09,11
S4-a- (1013).JPG,animal,0.934,Muestreo ct sauce/CT S 2023/S4/S4-a- (1013).JPG,2023-02-20,10:20:09,2023-02-20 10:20:09,2023-02-20 10:20:09,12
S4-a- (1014).JPG,animal,0.932,Muestreo ct sauce/CT S 2023/S4/S4-a- (1014).JPG,2023-02-20,10:20:10,2023-02-20 10:20:10,2023-02-20 10:20:10,13
S4-a- (1015).JPG,animal,0.954,Muestreo ct sauce/CT S 2023/S4/S4-a- (1015).JPG,2023-02-20,10:20:13,2023-02-20 10:20:13,2023-02-20 10:20:13,14
S4-a- (1016).JPG,animal,0.845,Muestreo ct sauce/CT S 2023/S4/S4-a- (1016).JPG,2023-02-20,10:20:14,2023-02-20 10:20:14,2023-02-20 10:20:14,15
S4-a- (1017).JPG,animal,0.915,Muestreo ct sauce/CT S 2023/S4/S4-a- (1017).JPG,2023-02-20,10:20:15,2023-02-20 10:20:15,2023-02-20 10:20:15,16
S4-a- (1018).JPG,animal,0.913,Muestreo ct sauce/CT S 2023/S4/S4-a- (1018).JPG,2023-02-20,10:20:17,2023-02-20 10:20:17,2023-02-20 10:20:17,17
S4-a- (1019).JPG,animal,0.911,Muestreo ct sauce/CT S 2023/S4/S4-a- (1019).JPG,2023-02-20,10:20:18,2023-02-20 10:20:18,2023-02-20 10:20:18,18
S4-a- (1020).JPG,animal,0.918,Muestreo ct sauce/CT S 2023/S4/S4-a- (1020).JPG,2023-02-20,10:20:18,2023-02-20 10:20:18,2023-02-20 10:20:18,19
S4-a- (1021).JPG,animal,0.882,Muestreo ct sauce/CT S 2023/S4/S4-a- (1021).JPG,2023-02-20,10:20:41,2023-02-20 10:20:41,2023-02-20 10:20:41,20
S4-a- (1022).JPG,animal,0.857,Muestreo ct sauce/CT S 2023/S4/S4-a- (1022).JPG,2023-02-20,10:20:41,2023-02-20 10:20:41,2023-02-20 10:20:41,21
S4-a- (1023).JPG,animal,0.919,Muestreo ct sauce/CT S 2023/S4/S4-a- (1023).JPG,2023-02-20,10:20:41,2023-02-20 10:20:41,2023-02-20 10:20:41,22
S4-a- (1024).JPG,animal,0.923,Muestreo ct sauce/CT S 2023/S4/S4-a- (1024).JPG,2023-02-20,10:20:49,2023-02-20 10:20:49,2023-02-20 10:20:49,23
S4-a- (1025).JPG,animal,0.924,Muestreo ct sauce/CT S 2023/S4/S4-a- (1025).JPG,2023-02-20,10:20:49,2023-02-20 10:20:49,2023-02-20 10:20:49,24
S4-a- (1026).JPG,animal,0.915,Muestreo ct sauce/CT S 2023/S4/S4-a- (1026).JPG,2023-02-20,10:20:49,2023-02-20 10:20:49,2023-02-20 10:20:49,25
S4-a- (1027).JPG,animal,0.87,Muestreo ct sauce/CT S 2023/S4/S4-a- (1027).JPG,2023-02-20,10:20:54,2023-02-20 10:20:54,2023-02-20 10:20:54,26
S4-a- (1028).JPG,animal,0.866,Muestreo ct sauce/CT S 2023/S4/S4-a- (1028).JPG,2023-02-20,10:20:55,2023-02-20 10:20:55,2023-02-20 10:20:55,27
S4-a- (1029).JPG,animal,0.862,Muestreo ct sauce/CT S 2023/S4/S4-a- (1029).JPG,2023-02-20,10:20:55,2023-02-20 10:20:55,2023-02-20 10:20:55,28
S4-a- (1030).JPG,animal,0.802,Muestreo ct sauce/CT S 2023/S4/S4-a- (1030).JPG,2023-02-20,10:21:10,2023-02-20 10:21:10,2023-02-20 10:21:10,29
S4-a- (1031).JPG,animal,0.954,Muestreo ct sauce/CT S 2023/S4/S4-a- (1031).JPG,2023-02-20,10:21:10,2023-02-20 10:21:10,2023-02-20 10:21:10,30
S4-a- (1032).JPG,animal,0.805,Muestreo ct sauce/CT S 2023/S4/S4-a- (1032).JPG,2023-02-20,10:21:10,2023-02-20 10:21:10,2023-02-20 10:21:10,31
S4-a- (1033).JPG,animal,0.855,Muestreo ct sauce/CT S 2023/S4/S4-a- (1033).JPG,2023-02-20,10:21:28,2023-02-20 10:21:28,2023-02-20 10:21:28,32
S4-a- (1034).JPG,animal,0.942,Muestreo ct sauce/CT S 2023/S4/S4-a- (1034).JPG,2023-02-20,10:21:28,2023-02-20 10:21:28,2023-02-20 10:21:28,33
S4-a- (1035).JPG,animal,0.925,Muestreo ct sauce/CT S 2023/S4/S4-a- (1035).JPG,2023-02-20,10:21:29,2023-02-20 10:21:29,2023-02-20 10:21:29,34
S4-a- (1036).JPG,animal,0.935,Muestreo ct sauce/CT S 2023/S4/S4-a- (1036).JPG,2023-02-20,10:22:23,2023-02-20 10:22:23,2023-02-20 10:22:23,35
S4-a- (1037).JPG,animal,0.946,Muestreo ct sauce/CT S 2023/S4/S4-a- (1037).JPG,2023-02-20,10:22:23,2023-02-20 10:22:23,2023-02-20 10:22:23,36
S4-a- (1038).JPG,animal,0.945,Muestreo ct sauce/CT S 2023/S4/S4-a- (1038).JPG,2023-02-20,10:22:24,2023-02-20 10:22:24,2023-02-20 10:22:24,37
S4-a- (1039).JPG,animal,0.922,Muestreo ct sauce/CT S 2023/S4/S4-a- (1039).JPG,2023-02-20,10:22:29,2023-02-20 10:22:29,2023-02-20 10:22:29,38
S4-a- (1040).JPG,animal,0.948,Muestreo ct sauce/CT S 2023/S4/S4-a- (1040).JPG,2023-02-20,10:22:30,2023-02-20 10:22:30,2023-02-20 10:22:30,39
S4-a- (1041).JPG,animal,0.954,Muestreo ct sauce/CT S 2023/S4/S4-a- (1041).JPG,2023-02-20,10:22:30,2023-02-20 10:22:30,2023-02-20 10:22:30,40
S4-a- (1042).JPG,animal,0.967,Muestreo ct sauce/CT S 2023/S4/S4-a- (1042).JPG,2023-02-20,10:22:42,2023-02-20 10:22:42,2023-02-20 10:22:42,41
S4-a- (1043).JPG,animal,0.968,Muestreo ct sauce/CT S 2023/S4/S4-a- (1043).JPG,2023-02-20,10:22:43,2023-02-20 10:22:43,2023-02-20 10:22:43,42
S4-a- (1044).JPG,animal,0.965,Muestreo ct sauce/CT S 2023/S4/S4-a- (1044).JPG,2023-02-20,10:22:43,2023-02-20 10:22:43,2023-02-20 10:22:43,43
S4-a- (1045).JPG,animal,0.964,Muestreo ct sauce/CT S 2023/S4/S4-a- (1045).JPG,2023-02-20,10:22:57,2023-02-20 10:22:57,2023-02-20 10:22:57,44
S4-a- (1046).JPG,animal,0.965,Muestreo ct sauce/CT S 2023/S4/S4-a- (1046).JPG,2023-02-20,10:22:57,2023-02-20 10:22:57,2023-02-20 10:22:57,45
S4-a- (1047).JPG,animal,0.962,Muestreo ct sauce/CT S 2023/S4/S4-a- (1047).JPG,2023-02-20,10:22:57,2023-02-20 10:22:57,2023-02-20 10:22:57,46
S4-a- (1048).JPG,animal,0.968,Muestreo ct sauce/CT S 2023/S4/S4-a- (1048).JPG,2023-02-20,10:23:01,2023-02-20 10:23:01,2023-02-20 10:23:01,47
S4-a- (1049).JPG,animal,0.967,Muestreo ct sauce/CT S 2023/S4/S4-a- (1049).JPG,2023-02-20,10:23:02,2023-02-20 10:23:02,2023-02-20 10:23:02,48
S4-a- (1050).JPG,animal,0.955,Muestreo ct sauce/CT S 2023/S4/S4-a- (1050).JPG,2023-02-20,10:23:03,2023-02-20 10:23:03,2023-02-20 10:23:03,49
S4-a- (1051).JPG,animal,0.947,Muestreo ct sauce/CT S 2023/S4/S4-a- (1051).JPG,2023-02-20,10:23:06,2023-02-20 10:23:06,2023-02-20 10:23:06,50
S4-a- (1052).JPG,animal,0.945,Muestreo ct sauce/CT S 2023/S4/S4-a- (1052).JPG,2023-02-20,10:23:06,2023-02-20 10:23:06,2023-02-20 10:23:06,51
S4-a- (1053).JPG,animal,0.947,Muestreo ct sauce/CT S 2023/S4/S4-a- (1053).JPG,2023-02-20,10:23:07,2023-02-20 10:23:07,2023-02-20 10:23:07,52
S4-a- (1054).JPG,animal,0.964,Muestreo ct sauce/CT S 2023/S4/S4-a- (1054).JPG,2023-02-20,10:23:39,2023-02-20 10:23:39,2023-02-20 10:23:39,53
S4-a- (1055).JPG,animal,0.963,Muestreo ct sauce/CT S 2023/S4/S4-a- (1055).JPG,2023-02-20,10:23:39,2023-02-20 10:23:39,2023-02-20 10:23:39,54
S4-a- (1056).JPG,animal,0.961,Muestreo ct sauce/CT S 2023/S4/S4-a- (1056).JPG,2023-02-20,10:23:39,2023-02-20 10:23:39,2023-02-20 10:23:39,55
S4-a- (1060).JPG,animal,0.971,Muestreo ct sauce/CT S 2023/S4/S4-a- (1060).JPG,2023-02-20,10:37:19,2023-02-20 10:37:19,2023-02-20 10:37:19,55
S4-a- (1061).JPG,animal,0.972,Muestreo ct sauce/CT S 2023/S4/S4-a- (1061).JPG,2023-02-20,10:37:20,2023-02-20 10:37:20,2023-02-20 10:37:20,55
S4-a- (1062).JPG,animal,0.976,Muestreo ct sauce/CT S 2023/S4/S4-a- (1062).JPG,2023-02-20,10:37:20,2023-02-20 10:37:20,2023-02-20 10:37:20,56
S4-a- (1063).JPG,animal,0.979,Muestreo ct sauce/CT S 2023/S4/S4-a- (1063).JPG,2023-02-20,10:37:25,2023-02-20 10:37:25,2023-02-20 10:37:25,57
S4-a- (1064).JPG,animal,0.979,Muestreo ct sauce/CT S 2023/S4/S4-a- (1064).JPG,2023-02-20,10:37:25,2023-02-20 10:37:25,2023-02-20 10:37:25,58
S4-a- (1065).JPG,animal,0.973,Muestreo ct sauce/CT S 2023/S4/S4-a- (1065).JPG,2023-02-20,10:37:26,2023-02-20 10:37:26,2023-02-20 10:37:26,59
S4-a- (1066).JPG,animal,0.961,Muestreo ct sauce/CT S 2023/S4/S4-a- (1066).JPG,2023-02-20,10:37:28,2023-02-20 10:37:28,2023-02-20 10:37:28,60
S4-a- (1067).JPG,animal,0.961,Muestreo ct sauce/CT S 2023/S4/S4-a- (1067).JPG,2023-02-20,10:37:28,2023-02-20 10:37:28,2023-02-20 10:37:28,61
S4-a- (1068).JPG,animal,0.961,Muestreo ct sauce/CT S 2023/S4/S4-a- (1068).JPG,2023-02-20,10:37:29,2023-02-20 10:37:29,2023-02-20 10:37:29,62
S4-a- (1069).JPG,animal,0.975,Muestreo ct sauce/CT S 2023/S4/S4-a- (1069).JPG,2023-02-20,10:37:31,2023-02-20 10:37:31,2023-02-20 10:37:31,63
S4-a- (1070).JPG,animal,0.968,Muestreo ct sauce/CT S 2023/S4/S4-a- (1070).JPG,2023-02-20,10:37:32,2023-02-20 10:37:32,2023-02-20 10:37:32,64
S4-a- (1071).JPG,animal,0.975,Muestreo ct sauce/CT S 2023/S4/S4-a- (1071).JPG,2023-02-20,10:37:32,2023-02-20 10:37:32,2023-02-20 10:37:32,65
S4-a- (1072).JPG,animal,0.968,Muestreo ct sauce/CT S 2023/S4/S4-a- (1072).JPG,2023-02-20,10:37:35,2023-02-20 10:37:35,2023-02-20 10:37:35,66
S4-a- (1073).JPG,animal,0.958,Muestreo ct sauce/CT S 2023/S4/S4-a- (1073).JPG,2023-02-20,10:37:36,2023-02-20 10:37:36,2023-02-20 10:37:36,67
S4-a- (1074).JPG,animal,0.971,Muestreo ct sauce/CT S 2023/S4/S4-a- (1074).JPG,2023-02-20,10:37:36,2023-02-20 10:37:36,2023-02-20 10:37:36,68
S4-a- (1075).JPG,animal,0.966,Muestreo ct sauce/CT S 2023/S4/S4-a- (1075).JPG,2023-02-20,10:37:39,2023-02-20 10:37:39,2023-02-20 10:37:39,69
S4-a- (1076).JPG,animal,0.966,Muestreo ct sauce/CT S 2023/S4/S4-a- (1076).JPG,2023-02-20,10:37:39,2023-02-20 10:37:39,2023-02-20 10:37:39,70
S4-a- (1077).JPG,animal,0.968,Muestreo ct sauce/CT S 2023/S4/S4-a- (1077).JPG,2023-02-20,10:37:40,2023-02-20 10:37:40,2023-02-20 10:37:40,71
S4-a- (1078).JPG,animal,0.97,Muestreo ct sauce/CT S 2023/S4/S4-a- (1078).JPG,2023-02-20,10:37:41,2023-02-20 10:37:41,2023-02-20 10:37:41,72
S4-a- (1079).JPG,animal,0.972,Muestreo ct sauce/CT S 2023/S4/S4-a- (1079).JPG,2023-02-20,10:37:42,2023-02-20 10:37:42,2023-02-20 10:37:42,73
S4-a- (1080).JPG,animal,0.969,Muestreo ct sauce/CT S 2023/S4/S4-a- (1080).JPG,2023-02-20,10:37:42,2023-02-20 10:37:42,2023-02-20 10:37:42,74
S4-a- (1081).JPG,animal,0.97,Muestreo ct sauce/CT S 2023/S4/S4-a- (1081).JPG,2023-02-20,10:37:46,2023-02-20 10:37:46,2023-02-20 10:37:46,75
S4-a- (1082).JPG,animal,0.97,Muestreo ct sauce/CT S 2023/S4/S4-a- (1082).JPG,2023-02-20,10:37:46,2023-02-20 10:37:46,2023-02-20 10:37:46,76
S4-a- (1083).JPG,animal,0.963,Muestreo ct sauce/CT S 2023/S4/S4-a- (1083).JPG,2023-02-20,10:37:47,2023-02-20 10:37:47,2023-02-20 10:37:47,77
S4-a- (1084).JPG,animal,0.964,Muestreo ct sauce/CT S 2023/S4/S4-a- (1084).JPG,2023-02-20,10:37:49,2023-02-20 10:37:49,2023-02-20 10:37:49,78
S4-a- (1085).JPG,animal,0.97,Muestreo ct sauce/CT S 2023/S4/S4-a- (1085).JPG,2023-02-20,10:37:49,2023-02-20 10:37:49,2023-02-20 10:37:49,79
S4-a- (1086).JPG,animal,0.974,Muestreo ct sauce/CT S 2023/S4/S4-a- (1086).JPG,2023-02-20,10:37:50,2023-02-20 10:37:50,2023-02-20 10:37:50,80
S4-a- (1087).JPG,animal,0.953,Muestreo ct sauce/CT S 2023/S4/S4-a- (1087).JPG,2023-02-20,10:37:54,2023-02-20 10:37:54,2023-02-20 10:37:54,81
S4-a- (1088).JPG,animal,0.919,Muestreo ct sauce/CT S 2023/S4/S4-a- (1088).JPG,2023-02-20,10:37:54,2023-02-20 10:37:54,2023-02-20 10:37:54,82
S4-a- (1093).JPG,animal,0.973,Muestreo ct sauce/CT S 2023/S4/S4-a- (1093).JPG,2023-02-20,10:39:33,2023-02-20 10:39:33,2023-02-20 10:39:33,83
S4-a- (1094).JPG,animal,0.977,Muestreo ct sauce/CT S 2023/S4/S4-a- (1094).JPG,2023-02-20,10:39:33,2023-02-20 10:39:33,2023-02-20 10:39:33,84
S4-a- (1259).JPG,animal,0.894,Muestreo ct sauce/CT S 2023/S4/S4-a- (1259).JPG,2023-02-21,14:49:01,2023-02-21 14:49:01,2023-02-21 14:49:01,84
S4-a- (1260).JPG,animal,0.874,Muestreo ct sauce/CT S 2023/S4/S4-a- (1260).JPG,2023-02-21,14:49:02,2023-02-21 14:49:02,2023-02-21 14:49:02,84
S4-a- (1261).JPG,animal,0.935,Muestreo ct sauce/CT S 2023/S4/S4-a- (1261).JPG,2023-02-21,15:17:31,2023-02-21 15:17:31,2023-02-21 15:17:31,84
S4-a- (1262).JPG,animal,0.928,Muestreo ct sauce/CT S 2023/S4/S4-a- (1262).JPG,2023-02-21,15:17:32,2023-02-21 15:17:32,2023-02-21 15:17:32,84
S4-a- (1263).JPG,animal,0.928,Muestreo ct sauce/CT S 2023/S4/S4-a- (1263).JPG,2023-02-21,15:17:32,2023-02-21 15:17:32,2023-02-21 15:17:32,85
S4-a- (1264).JPG,animal,0.877,Muestreo ct sauce/CT S 2023/S4/S4-a- (1264).JPG,2023-02-21,15:18:06,2023-02-21 15:18:06,2023-02-21 15:18:06,86
S4-a- (1265).JPG,animal,0.873,Muestreo ct sauce/CT S 2023/S4/S4-a- (1265).JPG,2023-02-21,15:18:06,2023-02-21 15:18:06,2023-02-21 15:18:06,87
S4-a- (1266).JPG,animal,0.859,Muestreo ct sauce/CT S 2023/S4/S4-a- (1266).JPG,2023-02-21,15:18:06,2023-02-21 15:18:06,2023-02-21 15:18:06,88
S4-a- (1267).JPG,animal,0.872,Muestreo ct sauce/CT S 2023/S4/S4-a- (1267).JPG,2023-02-21,15:18:20,2023-02-21 15:18:20,2023-02-21 15:18:20,89
S4-a- (1268).JPG,animal,0.882,Muestreo ct sauce/CT S 2023/S4/S4-a- (1268).JPG,2023-02-21,15:18:21,2023-02-21 15:18:21,2023-02-21 15:18:21,90
S4-a- (1269).JPG,animal,0.877,Muestreo ct sauce/CT S 2023/S4/S4-a- (1269).JPG,2023-02-21,15:18:21,2023-02-21 15:18:21,2023-02-21 15:18:21,91
S4-a- (1270).JPG,animal,0.837,Muestreo ct sauce/CT S 2023/S4/S4-a- (1270).JPG,2023-02-21,15:18:52,2023-02-21 15:18:52,2023-02-21 15:18:52,92
S4-a- (1271).JPG,animal,0.862,Muestreo ct sauce/CT S 2023/S4/S4-a- (1271).JPG,2023-02-21,15:18:52,2023-02-21 15:18:52,2023-02-21 15:18:52,93
S4-a- (1272).JPG,animal,0.873,Muestreo ct sauce/CT S 2023/S4/S4-a- (1272).JPG,2023-02-21,15:18:52,2023-02-21 15:18:52,2023-02-21 15:18:52,94
S4-a- (1273).JPG,animal,0.927,Muestreo ct sauce/CT S 2023/S4/S4-a- (1273).JPG,2023-02-21,15:19:00,2023-02-21 15:19:00,2023-02-21 15:19:00,95
S4-a- (1274).JPG,animal,0.946,Muestreo ct sauce/CT S 2023/S4/S4-a- (1274).JPG,2023-02-21,15:19:00,2023-02-21 15:19:00,2023-02-21 15:19:00,96
S4-a- (1275).JPG,animal,0.952,Muestreo ct sauce/CT S 2023/S4/S4-a- (1275).JPG,2023-02-21,15:19:01,2023-02-21 15:19:01,2023-02-21 15:19:01,97
S4-a- (1276).JPG,animal,0.945,Muestreo ct sauce/CT S 2023/S4/S4-a- (1276).JPG,2023-02-21,15:19:04,2023-02-21 15:19:04,2023-02-21 15:19:04,98
S4-a- (1277).JPG,animal,0.947,Muestreo ct sauce/CT S 2023/S4/S4-a- (1277).JPG,2023-02-21,15:19:05,2023-02-21 15:19:05,2023-02-21 15:19:05,99
S4-a- (1278).JPG,animal,0.949,Muestreo ct sauce/CT S 2023/S4/S4-a- (1278).JPG,2023-02-21,15:19:06,2023-02-21 15:19:06,2023-02-21 15:19:06,100
S4-a- (1279).JPG,animal,0.944,Muestreo ct sauce/CT S 2023/S4/S4-a- (1279).JPG,2023-02-21,15:19:08,2023-02-21 15:19:08,2023-02-21 15:19:08,101
S4-a- (1280).JPG,animal,0.936,Muestreo ct sauce/CT S 2023/S4/S4-a- (1280).JPG,2023-02-21,15:19:09,2023-02-21 15:19:09,2023-02-21 15:19:09,102
S4-a- (1281).JPG,animal,0.954,Muestreo ct sauce/CT S 2023/S4/S4-a- (1281).JPG,2023-02-21,15:19:10,2023-02-21 15:19:10,2023-02-21 15:19:10,103
S4-a- (1282).JPG,animal,0.957,Muestreo ct sauce/CT S 2023/S4/S4-a- (1282).JPG,2023-02-21,15:19:19,2023-02-21 15:19:19,2023-02-21 15:19:19,104
S4-a- (1283).JPG,animal,0.956,Muestreo ct sauce/CT S 2023/S4/S4-a- (1283).JPG,2023-02-21,15:19:20,2023-02-21 15:19:20,2023-02-21 15:19:20,105
S4-a- (1284).JPG,animal,0.95,Muestreo ct sauce/CT S 2023/S4/S4-a- (1284).JPG,2023-02-21,15:19:20,2023-02-21 15:19:20,2023-02-21 15:19:20,106
S4-a- (1285).JPG,animal,0.902,Muestreo ct sauce/CT S 2023/S4/S4-a- (1285).JPG,2023-02-21,15:19:37,2023-02-21 15:19:37,2023-02-21 15:19:37,107
S4-a- (1286).JPG,animal,0.919,Muestreo ct sauce/CT S 2023/S4/S4-a- (1286).JPG,2023-02-21,15:19:37,2023-02-21 15:19:37,2023-02-21 15:19:37,108
S4-a- (1287).JPG,animal,0.912,Muestreo ct sauce/CT S 2023/S4/S4-a- (1287).JPG,2023-02-21,15:19:38,2023-02-21 15:19:38,2023-02-21 15:19:38,109
S4-a- (1288).JPG,animal,0.876,Muestreo ct sauce/CT S 2023/S4/S4-a- (1288).JPG,2023-02-21,15:19:45,2023-02-21 15:19:45,2023-02-21 15:19:45,110
S4-a- (1289).JPG,animal,0.855,Muestreo ct sauce/CT S 2023/S4/S4-a- (1289).JPG,2023-02-21,15:19:45,2023-02-21 15:19:45,2023-02-21 15:19:45,111
S4-a- (1290).JPG,animal,0.866,Muestreo ct sauce/CT S 2023/S4/S4-a- (1290).JPG,2023-02-21,15:19:46,2023-02-21 15:19:46,2023-02-21 15:19:46,112
S4-a- (1291).JPG,animal,0.803,Muestreo ct sauce/CT S 2023/S4/S4-a- (1291).JPG,2023-02-21,15:20:07,2023-02-21 15:20:07,2023-02-21 15:20:07,113
S4-a- (1292).JPG,animal,0.963,Muestreo ct sauce/CT S 2023/S4/S4-a- (1292).JPG,2023-02-21,15:20:08,2023-02-21 15:20:08,2023-02-21 15:20:08,114
S4-a- (1293).JPG,animal,0.964,Muestreo ct sauce/CT S 2023/S4/S4-a- (1293).JPG,2023-02-21,15:20:08,2023-02-21 15:20:08,2023-02-21 15:20:08,115
S4-a- (1294).JPG,animal,0.906,Muestreo ct sauce/CT S 2023/S4/S4-a- (1294).JPG,2023-02-21,15:20:12,2023-02-21 15:20:12,2023-02-21 15:20:12,116
S4-a- (1295).JPG,animal,0.908,Muestreo ct sauce/CT S 2023/S4/S4-a- (1295).JPG,2023-02-21,15:20:13,2023-02-21 15:20:13,2023-02-21 15:20:13,117
S4-a- (1296).JPG,animal,0.915,Muestreo ct sauce/CT S 2023/S4/S4-a- (1296).JPG,2023-02-21,15:20:13,2023-02-21 15:20:13,2023-02-21 15:20:13,118
S4-a- (1297).JPG,animal,0.957,Muestreo ct sauce/CT S 2023/S4/S4-a- (1297).JPG,2023-02-21,15:20:15,2023-02-21 15:20:15,2023-02-21 15:20:15,119
S4-a- (1298).JPG,animal,0.954,Muestreo ct sauce/CT S 2023/S4/S4-a- (1298).JPG,2023-02-21,15:20:16,2023-02-21 15:20:16,2023-02-21 15:20:16,120
S4-a- (1299).JPG,animal,0.928,Muestreo ct sauce/CT S 2023/S4/S4-a- (1299).JPG,2023-02-21,15:20:16,2023-02-21 15:20:16,2023-02-21 15:20:16,121
S4-a- (1300).JPG,animal,0.844,Muestreo ct sauce/CT S 2023/S4/S4-a- (1300).JPG,2023-02-21,15:20:25,2023-02-21 15:20:25,2023-02-21 15:20:25,122
S4-a- (1301).JPG,animal,0.877,Muestreo ct sauce/CT S 2023/S4/S4-a- (1301).JPG,2023-02-21,15:20:26,2023-02-21 15:20:26,2023-02-21 15:20:26,123
S4-a- (1302).JPG,animal,0.879,Muestreo ct sauce/CT S 2023/S4/S4-a- (1302).JPG,2023-02-21,15:20:26,2023-02-21 15:20:26,2023-02-21 15:20:26,124
S4-a- (1303).JPG,animal,0.879,Muestreo ct sauce/CT S 2023/S4/S4-a- (1303).JPG,2023-02-21,15:20:37,2023-02-21 15:20:37,2023-02-21 15:20:37,125
S4-a- (1304).JPG,animal,0.84,Muestreo ct sauce/CT S 2023/S4/S4-a- (1304).JPG,2023-02-21,15:20:37,2023-02-21 15:20:37,2023-02-21 15:20:37,126
S4-a- (1305).JPG,animal,0.853,Muestreo ct sauce/CT S 2023/S4/S4-a- (1305).JPG,2023-02-21,15:20:38,2023-02-21 15:20:38,2023-02-21 15:20:38,127
S4-a- (1306).JPG,animal,0.847,Muestreo ct sauce/CT S 2023/S4/S4-a- (1306).JPG,2023-02-21,15:20:47,2023-02-21 15:20:47,2023-02-21 15:20:47,128
S4-a- (1307).JPG,animal,0.845,Muestreo ct sauce/CT S 2023/S4/S4-a- (1307).JPG,2023-02-21,15:20:48,2023-02-21 15:20:48,2023-02-21 15:20:48,129
S4-a- (1308).JPG,animal,0.843,Muestreo ct sauce/CT S 2023/S4/S4-a- (1308).JPG,2023-02-21,15:20:48,2023-02-21 15:20:48,2023-02-21 15:20:48,130
S4-a- (1309).JPG,animal,0.826,Muestreo ct sauce/CT S 2023/S4/S4-a- (1309).JPG,2023-02-21,15:20:53,2023-02-21 15:20:53,2023-02-21 15:20:53,131
S4-a- (1310).JPG,animal,0.841,Muestreo ct sauce/CT S 2023/S4/S4-a- (1310).JPG,2023-02-21,15:20:54,2023-02-21 15:20:54,2023-02-21 15:20:54,132
S4-a- (1311).JPG,animal,0.857,Muestreo ct sauce/CT S 2023/S4/S4-a- (1311).JPG,2023-02-21,15:20:55,2023-02-21 15:20:55,2023-02-21 15:20:55,133
S4-a- (1312).JPG,animal,0.908,Muestreo ct sauce/CT S 2023/S4/S4-a- (1312).JPG,2023-02-21,15:20:57,2023-02-21 15:20:57,2023-02-21 15:20:57,134
S4-a- (1313).JPG,animal,0.897,Muestreo ct sauce/CT S 2023/S4/S4-a- (1313).JPG,2023-02-21,15:20:57,2023-02-21 15:20:57,2023-02-21 15:20:57,135
S4-a- (1314).JPG,animal,0.867,Muestreo ct sauce/CT S 2023/S4/S4-a- (1314).JPG,2023-02-21,15:20:58,2023-02-21 15:20:58,2023-02-21 15:20:58,136
S4-a- (1315).JPG,animal,0.83,Muestreo ct sauce/CT S 2023/S4/S4-a- (1315).JPG,2023-02-21,15:21:06,2023-02-21 15:21:06,2023-02-21 15:21:06,137
S4-a- (1316).JPG,animal,0.809,Muestreo ct sauce/CT S 2023/S4/S4-a- (1316).JPG,2023-02-21,15:21:07,2023-02-21 15:21:07,2023-02-21 15:21:07,138
